family,genus,table1,species,level,number,Remove
Phrymaceae,Erythranthe,yes,Erythranthe guttata,species,100,yes
Phrymaceae,Erythranthe,yes,Erythranthe guttata,species,100,yes
Phrymaceae,Erythranthe,yes,Erythranthe guttata,species,602.842,yes
Phrymaceae,Erythranthe,yes,Erythranthe laciniata,species,153,yes
Phrymaceae,Erythranthe,yes,Erythranthe laciniata,species,153,
Phrymaceae,Erythranthe,yes,Erythranthe laciniata,species,100,yes
Phrymaceae,Erythranthe,yes,Erythranthe lewisii,species,561,
Phrymaceae,Erythranthe,yes,Erythranthe lutea,species,77,
Phrymaceae,Erythranthe,yes,Erythranthe lutea,species,2140.32,
Phrymaceae,Erythranthe,yes,Erythranthe nasuta,species,689,yes
Phrymaceae,Erythranthe,yes,Erythranthe nasuta,species,689,
Phrymaceae,Erythranthe,yes,Erythranthe nasuta,species,100,yes
Phrymaceae,Erythranthe,yes,Erythranthe nudata,species,166,yes
Phrymaceae,Erythranthe,yes,Erythranthe nudata,species,166,
Phrymaceae,Erythranthe,yes,Erythranthe nudata,species,403,
Phrymaceae,Erythranthe,yes,Erythranthe nudata,species,100,yes
Phrymaceae,Erythranthe,yes,Erythranthe nudata,species,402.625,yes
Phrymaceae,Erythranthe,yes,Erythranthe tilingii,species,397,yes
Phrymaceae,Erythranthe,yes,Erythranthe tilingii,species,397,
Phrymaceae,Erythranthe,yes,Erythranthe tilingii,species,100,yes
Phrymaceae,Erythranthe,yes,Erythranthe verbenacea,species,NA,
Myrtaceae,Eucalyptus,yes,Eucalyptus camaldulensis,species,236,
Myrtaceae,Eucalyptus,yes,Eucalyptus globulus,species,261.028,
Myrtaceae,Eucalyptus,yes,Eucalyptus globulus,species,261.028,yes
Myrtaceae,Eucalyptus,yes,Eucalyptus nitens,species,30.7,
Myrtaceae,Eucalyptus,yes,Eucalyptus platyphylla,species,85,yes
Myrtaceae,Eucalyptus,yes,Eucalyptus platyphylla,species,85,
Myrtaceae,Eucalyptus,yes,Eucalyptus regnans,species,30.5,
Myrtaceae,Eucalyptus,yes,Eucalyptus spathulata,species,40,
Myrtaceae,Eucalyptus,yes,Eucalyptus woodwardii,species,200,
Myrtaceae,Eucalyptus,yes,Eucalyptus woodwardii,species,280,
Orchidaceae,Gymnadenia,yes,Gymnadenia spp.,family,NA,
Asteraceae,Helianthus,yes,Helianthus annuus,species,1,
Asteraceae,Helianthus,yes,Helianthus annuus,species,1,
Asteraceae,Helianthus,yes,Helianthus annuus,species,1,
Asteraceae,Helianthus,yes,Helianthus exilis,species,1,
Asteraceae,Helianthus,yes,Helianthus exilis,species,1,yes
Asteraceae,Helianthus,yes,Helianthus petiolaris,species,1,
Asteraceae,Helianthus,yes,Helianthus spp.,genus,1,
Asphodelaceae,Hemerocallis,yes,Hemerocallis citrina,species,36.94,
Asphodelaceae,Hemerocallis,yes,Hemerocallis fulva,species,29.68,
Malvaceae,Hibiscus,yes,Hibiscus laevis,species,75,
Malvaceae,Hibiscus,yes,Hibiscus moscheutos,species,138.5,yes
Malvaceae,Hibiscus,yes,Hibiscus moscheutos,species,130,
Malvaceae,Hibiscus,yes,Hibiscus moscheutos,species,138.5,
Malvaceae,Hibiscus,yes,Hibiscus spp.,genus,NA,
Malvaceae,Hibiscus,yes,Hibiscus spp.,species,NA,
Boraginaceae,Hydrophyllum,yes,Hydrophyllum appendiculatum,species,1,
Boraginaceae,Hydrophyllum,yes,Hydrophyllum canadense,species,4,
Boraginaceae,Hydrophyllum,yes,Hydrophyllum spp.,family,4,
Boraginaceae,Hydrophyllum,yes,Hydrophyllum virginianum,species,4,
Boraginaceae,Hydrophyllum,yes,Hydrophyllum virginianum,species,2.5,
Boraginaceae,Hydrophyllum,yes,Hydrophyllum virginianum,species,4,
Solanaceae,Iochroma,yes,Iochroma cyaneum,species,368.7,
Solanaceae,Iochroma,yes,Iochroma gesnerioides,species,264.7,
Convolvulaceae,Ipomoea,yes,Ipomoea alba,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea amnicola,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea ampullacea,species,6,
Convolvulaceae,Ipomoea,yes,Ipomoea aristolochiifolia,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea batatas,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea biflora,species,5,
Convolvulaceae,Ipomoea,yes,Ipomoea biflora,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea cairica,species,2,
Convolvulaceae,Ipomoea,yes,Ipomoea cardiophylla,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea carnea,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea chamelana,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea cholulensis,species,8,
Convolvulaceae,Ipomoea,yes,Ipomoea clavata,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea coccinea,species,8,
Convolvulaceae,Ipomoea,yes,Ipomoea cordatotriloba,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea costellata,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea dumetorum,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea fimbriosepala,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea grandifolia,species,2,
Convolvulaceae,Ipomoea,yes,Ipomoea habeliana,species,6,
Convolvulaceae,Ipomoea,yes,Ipomoea hederacea,species,6,
Convolvulaceae,Ipomoea,yes,Ipomoea hederifolia,species,8,
Convolvulaceae,Ipomoea,yes,Ipomoea imperati,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea indica,species,6,
Convolvulaceae,Ipomoea,yes,Ipomoea jalapa,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea lacunosa,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea leptophylla,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea meyeri,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea microsepala,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea minutiflora,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea muricata,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea nil,species,2,
Convolvulaceae,Ipomoea,yes,Ipomoea nil,species,6,
Convolvulaceae,Ipomoea,yes,Ipomoea nil,species,6,yes
Convolvulaceae,Ipomoea,yes,Ipomoea orizabensi,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea parasitica,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea pedicellaris,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea pubescens,species,6,
Convolvulaceae,Ipomoea,yes,Ipomoea purpurea,species,6,
Convolvulaceae,Ipomoea,yes,Ipomoea purpurea,species,6,yes
Convolvulaceae,Ipomoea,yes,Ipomoea quamoclit,species,8,
Convolvulaceae,Ipomoea,yes,Ipomoea ramosissima,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea santillanii,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea setosa,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea simulans,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea spp.,genus,4,
Convolvulaceae,Ipomoea,yes,Ipomoea tenuissima,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea ternifolia,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea tiliacea,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea tricolor,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea trifida,species,4,
Convolvulaceae,Ipomoea,yes,Ipomoea triloba,species,4,
Polemoniaceae,Ipomopsis,yes,Ipomopsis aggregata,species,21,
Polemoniaceae,Ipomopsis,yes,Ipomopsis aggregata,species,22,
Polemoniaceae,Ipomopsis,yes,Ipomopsis aggregata,species,146.217717,yes
Polemoniaceae,Ipomopsis,yes,Ipomopsis aggregata,species,146.25,yes
Polemoniaceae,Ipomopsis,yes,Ipomopsis aggregata,species,20.6,
Polemoniaceae,Ipomopsis,yes,Ipomopsis aggregata,species,21,yes
Polemoniaceae,Ipomopsis,yes,Ipomopsis aggregata,species,19,
Polemoniaceae,Ipomopsis,yes,Ipomopsis congesta,species,5,
Polemoniaceae,Ipomopsis,yes,Ipomopsis longiflora,species,20,
Polemoniaceae,Ipomopsis,yes,Ipomopsis longiflora,species,NA,
Polemoniaceae,Ipomopsis,yes,Ipomopsis longiflora,species,21.8,
Polemoniaceae,Ipomopsis,yes,Ipomopsis polycladon,species,5.5,
Polemoniaceae,Ipomopsis,yes,Ipomopsis pumila,species,12.1,
Polemoniaceae,Ipomopsis,yes,Ipomopsis rubra,species,33.1,
Polemoniaceae,Ipomopsis,yes,Ipomopsis spicata,species,16.8,
Polemoniaceae,Ipomopsis,yes,Ipomopsis tenuifolia,species,35.5,
Polemoniaceae,Ipomopsis,yes,Ipomopsis tenuituba,species,21.5,
Iridaceae,Iris,yes,Iris cristata,species,46.8,yes
Iridaceae,Iris,yes,Iris cristata,species,46.8,
Iridaceae,Iris,yes,Iris ensata,species,98.99,
Iridaceae,Iris,yes,Iris fulva,species,78,yes
Iridaceae,Iris,yes,Iris fulva,species,78,
Iridaceae,Iris,yes,Iris fulva,species,78,yes
Iridaceae,Iris,yes,Iris hexagona,species,114,
Iridaceae,Iris,yes,Iris spp.,genus,55,
Iridaceae,Iris,yes,Iris spp.,genus,NA,
Solanaceae,Jaltomata,yes,Jaltomata calliantha,species,489,
Solanaceae,Jaltomata,yes,Jaltomata darcyana,species,163,
Solanaceae,Jaltomata,yes,Jaltomata dendroidea,species,304,
Solanaceae,Jaltomata,yes,Jaltomata procumbens,species,135,
Solanaceae,Jaltomata,yes,Jaltomata quipuscoae,species,302,
Solanaceae,Jaltomata,yes,Jaltomata repandidentata,species,111.4,
Solanaceae,Jaltomata,yes,Jaltomata sinuosa,species,153,
Solanaceae,Jaltomata,yes,Jaltomata umbellata,species,74,
Solanaceae,Jaltomata,yes,Jaltomata yungayensis,species,78,
Ericaceae,Kalmia,yes,Kalmia spp.,genus,110,
Ericaceae,Kalmia,yes,Kalmia spp.,genus,NA,
Asteraceae,Lactuca,yes,Lactuca brunoniana,species,1,
Asteraceae,Lactuca,yes,Lactuca muralis,species,1,
Asteraceae,Lactuca,yes,Lactuca perennis,species,1,
Asteraceae,Lactuca,yes,Lactuca plumieri,species,1,
Asteraceae,Lactuca,yes,Lactuca saligna,species,1,
Asteraceae,Lactuca,yes,Lactuca sativa,species,1,
Asteraceae,Lactuca,yes,Lactuca serriola,species,1,
Asteraceae,Lactuca,yes,Lactuca singularis,species,1,
Asteraceae,Lactuca,yes,Lactuca spp.,genus,1,
Asteraceae,Lactuca,yes,Lactuca spp.,family,1,
Asteraceae,Lactuca,yes,Lactuca tenerrima,species,1,
Asteraceae,Lactuca,yes,Lactuca viminea,species,1,
Asteraceae,Lactuca,yes,Lactuca viminea,species,1,
Asteraceae,Lactuca,yes,Lactuca viminea,species,1,
Asteraceae,Lactuca,yes,Lactuca virosa,species,1,
Brassicaceae,Leavenworthia,yes,Leavenworthia alabamica,species,9.38,
Brassicaceae,Leavenworthia,yes,Leavenworthia alabamica,species,12,
Brassicaceae,Leavenworthia,yes,Leavenworthia crassa,species,8,
Polemoniaceae,Leptosiphon,yes,Leptosiphon ambiguus,species,9.3,
Polemoniaceae,Leptosiphon,yes,Leptosiphon androsaceus,species,19.9,
Polemoniaceae,Leptosiphon,yes,Leptosiphon bicolor,species,14.1,
Polemoniaceae,Leptosiphon,yes,Leptosiphon bicolor,species,12.694,
Polemoniaceae,Leptosiphon,yes,Leptosiphon bicolor,species,5.33,
Polemoniaceae,Leptosiphon,yes,Leptosiphon bicolor,species,10,
Polemoniaceae,Leptosiphon,yes,Leptosiphon bicolor,species,9.8,
Polemoniaceae,Leptosiphon,yes,Leptosiphon ciliatus,species,5.5,
Polemoniaceae,Leptosiphon,yes,Leptosiphon filipes,species,9.6,
Polemoniaceae,Leptosiphon,yes,Leptosiphon harknessii,species,2.8,
Polemoniaceae,Leptosiphon,yes,Leptosiphon jepsonii,species,13.4,
Polemoniaceae,Leptosiphon,yes,Leptosiphon minimus,species,8.917,
Polemoniaceae,Leptosiphon,yes,Leptosiphon minimus,species,10.5,
Polemoniaceae,Leptosiphon,yes,Leptosiphon nuttallii,species,8.7,
Polemoniaceae,Leptosiphon,yes,Leptosiphon oblanceolatus,species,2,
Polemoniaceae,Leptosiphon,yes,Leptosiphon parviflorus,species,12.6,
Polemoniaceae,Leptosiphon,yes,Leptosiphon spp.,family,NA,
Fabaceae,Leucaena,yes,Leucaena collinsii,species,NA,
Fabaceae,Leucaena,yes,Leucaena collinsii,species,15.5,
Fabaceae,Leucaena,yes,Leucaena collinsii,species,16.5,
Fabaceae,Leucaena,yes,Leucaena diversifolia,species,20,
Fabaceae,Leucaena,yes,Leucaena esculenta,species,18,
Fabaceae,Leucaena,yes,Leucaena greggii,species,22,
Fabaceae,Leucaena,yes,Leucaena lanceolata,species,19,
Fabaceae,Leucaena,yes,Leucaena leucocephala,species,NA,
Fabaceae,Leucaena,yes,Leucaena leucocephala,species,26,
Fabaceae,Leucaena,yes,Leucaena macrophylla,species,15,
Fabaceae,Leucaena,yes,Leucaena multicapitula,species,13,
Fabaceae,Leucaena,yes,Leucaena pallida,species,19,
Fabaceae,Leucaena,yes,Leucaena pulverulenta,species,31,
Fabaceae,Leucaena,yes,Leucaena retusa,species,22,
Fabaceae,Leucaena,yes,Leucaena salvadorensis,species,23.5,
Fabaceae,Leucaena,yes,Leucaena shannonii,species,NA,
Fabaceae,Leucaena,yes,Leucaena shannonii,species,18.75,
Fabaceae,Leucaena,yes,Leucaena shannonii,species,19,
Fabaceae,Leucaena,yes,Leucaena trichodes,species,14,
Fabaceae,Lupinus,yes,Lupinus albus,species,5.999749,
Fabaceae,Lupinus,yes,Lupinus albus,species,5.5,yes
Fabaceae,Lupinus,yes,Lupinus albus,species,6,yes
Fabaceae,Lupinus,yes,Lupinus albus,species,5.5,
Fabaceae,Lupinus,yes,Lupinus albus,species,6,
Fabaceae,Lupinus,yes,Lupinus angustifolius,species,4.809837,
Fabaceae,Lupinus,yes,Lupinus angustifolius,species,6.1,yes
Fabaceae,Lupinus,yes,Lupinus angustifolius,species,4.81,yes
Fabaceae,Lupinus,yes,Lupinus angustifolius,species,6.1,
Fabaceae,Lupinus,yes,Lupinus angustifolius,species,4.87,
Fabaceae,Lupinus,yes,Lupinus arizonicus,species,6.5,
Fabaceae,Lupinus,yes,Lupinus bicolor,species,6.22,
Fabaceae,Lupinus,yes,Lupinus hispanicus,species,4.648936,
Fabaceae,Lupinus,yes,Lupinus hispanicus,species,4.4,yes
Fabaceae,Lupinus,yes,Lupinus hispanicus,species,4.72,
Fabaceae,Lupinus,yes,Lupinus hispanicus,species,4.4,
Fabaceae,Lupinus,yes,Lupinus hispanicus,species,5.33,
Fabaceae,Lupinus,yes,Lupinus luteus,species,3.729052,
Fabaceae,Lupinus,yes,Lupinus luteus,species,4.3,yes
Fabaceae,Lupinus,yes,Lupinus luteus,species,3.73,yes
Fabaceae,Lupinus,yes,Lupinus luteus,species,4.3,
Fabaceae,Lupinus,yes,Lupinus luteus,species,3.8,
Fabaceae,Lupinus,yes,Lupinus microcarpus,species,2,
Fabaceae,Lupinus,yes,Lupinus microcarpus,species,2,
Fabaceae,Lupinus,yes,Lupinus nanus,species,7.13,
Fabaceae,Lupinus,yes,Lupinus sp.,species,2.643333,
Fabaceae,Lupinus,yes,Lupinus sp.,species,2.64,
Fabaceae,Lupinus,yes,Lupinus sp.,species,2.8,
Lythraceae,Lythrum,yes,Lythrum junceum,species,50.0034535,yes
Lythraceae,Lythrum,yes,Lythrum junceum,species,50,
Lythraceae,Lythrum,yes,Lythrum salicaria,species,100,
Lythraceae,Lythrum,yes,Lythrum spp.,genus,NA,
Rubiaceae,Mussaenda,yes,Mussaenda kwangtungensis,species,518,
Rubiaceae,Mussaenda,yes,Mussaenda kwangtungensis,species,518,yes
Rubiaceae,Mussaenda,yes,Mussaenda macrophylla,species,1176.68,
Rubiaceae,Mussaenda,yes,Mussaenda pubescens,species,485.2,
Rubiaceae,Mussaenda,yes,Mussaenda shikokiana,species,1498,
Amaryllidaceae,Narcissus,yes,Narcissus assoanus,species,24,
Amaryllidaceae,Narcissus,yes,Narcissus poeticus,species,105.7,
Amaryllidaceae,Narcissus,yes,Narcissus serotinus,species,50.6666667,
Amaryllidaceae,Narcissus,yes,Narcissus spp.,genus,50,
Amaryllidaceae,Narcissus,yes,Narcissus tazetta,species,53.9,
Orchidaceae,Neotinea,yes,Neotinea tridentata,species,4452,yes
Orchidaceae,Neotinea,yes,Neotinea tridentata,species,4452,
Orchidaceae,Neotinea,yes,Neotinea tridentata,species,4452,yes
Solanaceae,Nicotiana,yes,Nicotiana acuminata,species,672.33,
Solanaceae,Nicotiana,yes,Nicotiana cordifolia,species,116,
Solanaceae,Nicotiana,yes,Nicotiana cordifolia,species,116,yes
Solanaceae,Nicotiana,yes,Nicotiana cordifolia,species,NA,
Solanaceae,Nicotiana,yes,Nicotiana corymbosa,species,54.17,
Solanaceae,Nicotiana,yes,Nicotiana longiflora,species,2367.92,
Solanaceae,Nicotiana,yes,Nicotiana plumbaginifolia,species,1538.48,
Onagraceae,Oenothera,yes,Oenothera acaulis,species,75.17,
Onagraceae,Oenothera,yes,Oenothera biennis,species,536,
Onagraceae,Oenothera,yes,Oenothera biennis,species,536,yes
Onagraceae,Oenothera,yes,Oenothera fruticosa,species,149.968484,
Onagraceae,Oenothera,yes,Oenothera hispida,species,4,
Onagraceae,Oenothera,yes,Oenothera hispida,species,4,yes
Onagraceae,Oenothera,yes,Oenothera hispida,species,5.25,
Onagraceae,Oenothera,yes,Oenothera hispida,species,2.5,
Onagraceae,Oenothera,yes,Oenothera lindheimeri,species,5.25,
Onagraceae,Oenothera,yes,Oenothera lindheimeri,species,4,
Onagraceae,Oenothera,yes,Oenothera serrulata,species,165,
Onagraceae,Oenothera,yes,Oenothera serrulata,species,165,yes
Onagraceae,Oenothera,yes,Oenothera sp.,species,4,
Onagraceae,Oenothera,yes,Oenothera sp.,species,5.25,
Onagraceae,Oenothera,yes,Oenothera spp.,genus,4,
Onagraceae,Oenothera,yes,Oenothera spp.,genus,2.5,
Orchidaceae,Ophrys,yes,Ophrys scolopax,species,17373,
Orchidaceae,Ophrys,yes,Ophrys scolopax,species,17373,yes
Orchidaceae,Ophrys,yes,Ophrys sphegodes,species,12566,yes
Orchidaceae,Ophrys,yes,Ophrys sphegodes,species,12561.6774,yes
Orchidaceae,Ophrys,yes,Ophrys sphegodes,species,12566,
Orchidaceae,Ophrys,yes,Ophrys sphegodes,species,12566,yes
Cactaceae,Opuntia,yes,Opuntia anacantha,species,81,
Cactaceae,Opuntia,yes,Opuntia microdasys,species,158.6,
Cactaceae,Opuntia,yes,Opuntia rastrera,species,366,
Cactaceae,Opuntia,yes,Opuntia robusta,species,388602.94,yes
Cactaceae,Opuntia,yes,Opuntia robusta,species,410,
Orchidaceae,Orchis,yes,Orchis militaris,species,8023,
Orchidaceae,Orchis,yes,Orchis militaris,species,12575.171,
Orchidaceae,Orchis,yes,Orchis picta,species,5123,
Orchidaceae,Orchis,yes,Orchis provincialis,species,9478,yes
Orchidaceae,Orchis,yes,Orchis provincialis,species,9478,
Orchidaceae,Orchis,yes,Orchis provincialis,species,9478,yes
Orchidaceae,Orchis,yes,Orchis simia,species,3428,yes
Orchidaceae,Orchis,yes,Orchis simia,species,3428,
Orchidaceae,Orchis,yes,Orchis simia,species,3428,yes
Betulaceae,Ostryopsis,yes,Ostryopsis spp.,genus,2,
Betulaceae,Ostryopsis,yes,Ostryopsis spp.,family,2,
Oxalidaceae,Oxalis,yes,Oxalis blastorrhiza,species,15,
Oxalidaceae,Oxalis,yes,Oxalis campicola,species,30,
Oxalidaceae,Oxalis,yes,Oxalis cinerea,species,5.08,
Oxalidaceae,Oxalis,yes,Oxalis compacta,species,10,
Oxalidaceae,Oxalis,yes,Oxalis compacta,species,11.2,
Oxalidaceae,Oxalis,yes,Oxalis corniculata,species,33.25,
Oxalidaceae,Oxalis,yes,Oxalis gracilis,species,15,
Oxalidaceae,Oxalis,yes,Oxalis metcalfei,species,10,
Oxalidaceae,Oxalis,yes,Oxalis montana,species,5,
Oxalidaceae,Oxalis,yes,Oxalis montana,species,5,yes
Oxalidaceae,Oxalis,yes,Oxalis noctiflora,species,15,
Oxalidaceae,Oxalis,yes,Oxalis ortgiesii,species,10,
Oxalidaceae,Oxalis,yes,Oxalis ortgiesii,species,10,
Oxalidaceae,Oxalis,yes,Oxalis penicillata,species,5,
Oxalidaceae,Oxalis,yes,Oxalis spp.,family,NA,
Oxalidaceae,Oxalis,yes,Oxalis squamata,species,10,
Oxalidaceae,Oxalis,yes,Oxalis tenella,species,20,
Oxalidaceae,Oxalis,yes,Oxalis xantha,species,30,
Orobanchaceae,Pedicularis,yes,Pedicularis anas,species,34.95074,
Orobanchaceae,Pedicularis,yes,Pedicularis anas,species,34.94,yes
Orobanchaceae,Pedicularis,yes,Pedicularis anas,species,34.94,
Orobanchaceae,Pedicularis,yes,Pedicularis axillaris,species,8.169243,
Orobanchaceae,Pedicularis,yes,Pedicularis axillaris,species,8.17,yes
Orobanchaceae,Pedicularis,yes,Pedicularis axillaris,species,8.17,
Orobanchaceae,Pedicularis,yes,Pedicularis batangensis,species,13.21046,
Orobanchaceae,Pedicularis,yes,Pedicularis batangensis,species,13.21,yes
Orobanchaceae,Pedicularis,yes,Pedicularis batangensis,species,13.21,
Orobanchaceae,Pedicularis,yes,Pedicularis bracteosa,species,16.1,
Orobanchaceae,Pedicularis,yes,Pedicularis confertiflora,species,43.56818,
Orobanchaceae,Pedicularis,yes,Pedicularis confertiflora,species,31.9889511,yes
Orobanchaceae,Pedicularis,yes,Pedicularis confertiflora,species,32,
Orobanchaceae,Pedicularis,yes,Pedicularis confertiflora,species,32.4507411,
Orobanchaceae,Pedicularis,yes,Pedicularis confertiflora,species,43.58,
Orobanchaceae,Pedicularis,yes,Pedicularis confertiflora,species,32,yes
Orobanchaceae,Pedicularis,yes,Pedicularis cyathophylla,species,33.00234,
Orobanchaceae,Pedicularis,yes,Pedicularis cyathophylla,species,33,yes
Orobanchaceae,Pedicularis,yes,Pedicularis cyathophylla,species,33,
Orobanchaceae,Pedicularis,yes,Pedicularis cymbalaria,species,34.58534,
Orobanchaceae,Pedicularis,yes,Pedicularis cymbalaria,species,34.58,yes
Orobanchaceae,Pedicularis,yes,Pedicularis cymbalaria,species,34.58,
Orobanchaceae,Pedicularis,yes,Pedicularis davidii,species,19.22605,
Orobanchaceae,Pedicularis,yes,Pedicularis davidii,species,19.23,yes
Orobanchaceae,Pedicularis,yes,Pedicularis davidii,species,19.23,
Orobanchaceae,Pedicularis,yes,Pedicularis debilis,species,25.28307,
Orobanchaceae,Pedicularis,yes,Pedicularis debilis,species,25.29,yes
Orobanchaceae,Pedicularis,yes,Pedicularis debilis,species,25.29,
Orobanchaceae,Pedicularis,yes,Pedicularis densispica,species,39.4144,
Orobanchaceae,Pedicularis,yes,Pedicularis densispica,species,20.9893988,
Orobanchaceae,Pedicularis,yes,Pedicularis densispica,species,39.42,yes
Orobanchaceae,Pedicularis,yes,Pedicularis densispica,species,5.25360231,
Orobanchaceae,Pedicularis,yes,Pedicularis densispica,species,39.42,
Orobanchaceae,Pedicularis,yes,Pedicularis densispica,species,21,yes
Orobanchaceae,Pedicularis,yes,Pedicularis dichotoma,species,31.314,
Orobanchaceae,Pedicularis,yes,Pedicularis dichotoma,species,19.0107828,
Orobanchaceae,Pedicularis,yes,Pedicularis dichotoma,species,25.16,
Orobanchaceae,Pedicularis,yes,Pedicularis dichotoma,species,19.3807309,
Orobanchaceae,Pedicularis,yes,Pedicularis dichotoma,species,31.31,
Orobanchaceae,Pedicularis,yes,Pedicularis dichotoma,species,19,yes
Orobanchaceae,Pedicularis,yes,Pedicularis dolichocymba,species,66.40739,
